"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG12169	"b2198"	2295377	2295586	EG12169-MONOMER	"ccmD" // "yojM" // "b2198" // "ECK2190"
M012	"b0349"	371239	372105	MHPCHYDROL-MONOMER	"mhpC" // "b0349" // "ECK0346"
EG12092	"b2278"	2393205	2395046	NUOL-MONOMER	"nuoL" // "b2278" // "ECK2272"
G7858	"b4196"	4422186	4422836	G7858-MONOMER	"ulaD" // "yjfV" // "sgaH" // "b4196" // "ECK4192"
EG12032	"b2164"	2256085	2257335	YEIM-MONOMER	"psuT" // "pscT" // "yeiM" // "b2164" // "ECK2157"
G7334	"b2540"	2670908	2671228	HCAC-MONOMER	"hcaC" // "yfhW" // "hcaa3" // "phdB" // "b2540" // "ECK2537"
EG11914	"b3955"	4148532	4150265	EG11914-MONOMER	"eptC" // "yijP" // "b3955" // "ECK3946"
G6712	"b1391"	1455925	1456422	G6712-MONOMER	"paaD" // "ydbQ" // "b1391" // "ECK1388"
EG11821	"b0451"	472966	474252	AMTB-MONOMER	"amtB" // "ybaG" // "b0451" // "ECK0445"
EG12957	"b2388"	2508461	2509426	GLUCOKIN-MONOMER	"glk" // "b2388" // "ECK2384"
EG11631	"b0856"	896134	897087	POTH-MONOMER	"potH" // "b0856" // "ECK0847"
EG12292	"b3588"	3754973	3756511	ALDDEHYDROGB-MONOMER	"aldB" // "yiaX" // "b3588" // "ECK3577"
EG11541	"b3747"	3931316	3933184	KUP-MONOMER	"kup" // "trkD" // "b3747" // "ECK3741"
EG12013	"b2132"	2219692	2221989	EG12013-MONOMER	"bglX" // "glh" // "yohA" // "b2132" // "ECK2125"
EG11392	"b1186"	1233176	1234717	NHAB-MONOMER	"nhaB" // "b1186" // "ECK1174"
EG11065	"b1521"	1609229	1610680	ALTRO-OXIDOREDUCT-MONOMER	"uxaB" // "b1521" // "ECK1514"
EG11282	"b2482"	2601818	2603836	MONOMER0-153	"hyfB" // "yffF" // "b2482" // "ECK2478"
EG10817	"b3748"	3933351	3933770	EG10817-MONOMER	"rbsD" // "rbsP" // "b3748" // "ECK3742"
G7617	"b3103"	3252304	3252669	G7617-MONOMER	"yhaH" // "b3103" // "ECK3094"
EG10144	"b1734"	1817148	1818500	EG10144-MONOMER	"chbF" // "ydjD" // "celF" // "b1734" // "ECK1732"
G7340	"b2546"	2675827	2676825	YPHD-MONOMER	"yphD" // "b2546" // "ECK2543"
EG10055	"b0061"	65855	66550	RIBULPEPIM-MONOMER	"araD" // "b0061" // "ECK0062"
G7198	"b2322"	2438942	2440120	B2322-MONOMER	"yfcJ" // "b2322" // "ECK2316"
G7726	"b3374"	3503167	3503952	G7726-MONOMER	"frlD" // "yhfQ" // "b3374" // "ECK3361"
EG10931	"b0723"	755907	757673	SDH-FLAVO	"sdhA" // "dhsA" // "b0723" // "ECK0712"
G7249	"b2386"	2506647	2507894	MONOMER0-6	"fryC" // "ypdG" // "b2386" // "ECK2382"
EG10750	"b1125"	1183617	1184444	POTB-MONOMER	"potB" // "b1125" // "ECK1111"
G6709	"b1388"	1453927	1454856	G6709-MONOMER	"paaA" // "ydbO" // "b1388" // "ECK1385"
G6871	"b1627"	1705767	1706348	G6871-MONOMER	"rsxA" // "ydgL" // "b1627" // "ECK1623"
G495	"b2901"	3043662	3045101	G495-MONOMER	"bglA" // "yqfC" // "bglD" // "b2901" // "ECK2896"
EG10669	"b0957"	1019013	1020053	EG10669-MONOMER	"ompA" // "con" // "tolG" // "tut" // "b0957" // "ECK0948"
EG12284	"b3580"	3747084	3748580	LYXK-MONOMER	"lyxK" // "lyx" // "xylK" // "sgbK" // "yiaP" // "b3580" // "ECK3569"
G6744	"b1433"	1504905	1506080	B1433-MONOMER	"ydcO" // "b1433" // "ECK1427"
EG11959	"b4087"	4309448	4310980	YJCW-MONOMER	"alsA" // "yjcW" // "b4087" // "ECK4080"
G6508	"b0987"	1049439	1049744	G6508-MONOMER	"gfcA" // "ymcD" // "b0987" // "ECK0978"
EG11827	"b4090"	4313350	4313799	RIB5PISOMB-MONOMER	"rpiB" // "yjcA" // "alsI" // "b4090" // "ECK4083"
EG10541	"b3456"	3594203	3595480	LIVM-MONOMER	"livM" // "b3456" // "ECK3440"
EG10814	"b3749"	3933778	3935283	RBSA-MONOMER	"rbsA" // "rbsT" // "rbsP" // "b3749" // "ECK3743"
G6404	"b0787"	820793	821506	G6404-MONOMER	"ybhM" // "b0787" // "ECK0776"
EG10527	"b0344"	363231	366305	BETAGALACTOSID-MONOMER	"lacZ" // "b0344" // "ECK0341"
EG10406	"b3653"	3827460	3828665	GLTS-MONOMER	"gltS" // "gltC" // "b3653" // "ECK3643"
EG10052	"b0062"	66835	68337	ARABISOM-MONOMER	"araA" // "b0062" // "ECK0063"
G6256	"b0479"	503476	504696	FSR-MONOMER	"fsr" // "b0479" // "ECK0473"
G81	"b3092"	3243329	3244741	UXAC-MONOMER	"uxaC" // "ygjY" // "ygjX" // "ygjZ" // "b3092" // "ECK3083"
EG10332	"b4152"	4379377	4379772	FUM-MEMB1	"frdC" // "b4152" // "ECK4148"
G7631	"b3132"	3278914	3280194	G7631-MONOMER	"kbaZ" // "yhaX" // "agaZ" // "b3132" // "ECK3120"
G0-8892	"b4599"	1622646	1622741	MONOMER0-766	"mgtS" // "yneM" // "b4599" // "ECK4409"
G6627	"b1200"	1249768	1250838	G6627-MONOMER	"dhaK" // "ycgT" // "dhaK1" // "b1200" // "ECK1188"
EG10234	"b0896"	944033	944896	DMSC-MONOMER	"dmsC" // "b0896" // "ECK0887"
EG12522	"b3128"	3275282	3276853	GALACTARDEHYDRA-MONOMER	"garD" // "yhaG" // "b3128" // "ECK3116"
EG12800	"b3194"	3338466	3339248	YRBE-MONOMER	"mlaE" // "vpsB(S.f.)" // "yrbE" // "b3194" // "ECK3183"
EG12275	"b3567"	3732201	3733742	XYLG-MONOMER	"xylG" // "b3567" // "ECK3556"
EG10168	"b0657"	689343	690881	EG10168-MONOMER	"lnt" // "cutE" // "b0657" // "ECK0649"
EG11956	"b4084"	4306870	4307799	EG11956-MONOMER	"alsK" // "yjcT" // "b4084" // "ECK4077"
EG12587	"b4356"	4593361	4594722	YJIZ-MONOMER	"lgoT" // "yjiZ" // "yjjL" // "b4356" // "ECK4346"
EG11698	"b0756"	787797	788837	ALDOSE1EPIM-MONOMER	"galM" // "b0756" // "ECK0745"
EG10101	"b3732"	3915993	3917375	ATPD-MONOMER	"atpD" // "papB" // "uncD" // "b3732" // "ECK3725"
EG10524	"b0342"	361249	361860	GALACTOACETYLTRAN-MONOMER	"lacA" // "b0342" // "ECK0339"
EG12439	"b4231"	4453583	4454578	YJFF-MONOMER	"yjfF" // "b4231" // "ECK4226"
EG10349	"b2802"	2935584	2937359	FUCISOM-MONOMER	"fucI" // "b2802" // "ECK2797"
EG10003	"b2413"	2531463	2532224	EG10003-MONOMER	"cysZ" // "b2413" // "ECK2408"
G7945	"b4358"	4595990	4597012	G7945-MONOMER	"lgoD" // "yjjN" // "b4358" // "ECK4348"
EG12266	"b3539"	3700563	3701834	YHJV-MONOMER	"yhjV" // "b3539" // "ECK3526"
EG12417	"b2091"	2171833	2172873	GALACTITOLPDEHYD-MONOMER	"gatD" // "b2091" // "ECK2084"
EG12153	"b1469"	1542672	1544060	NARU-MONOMER	"narU" // "yddF" // "b1469" // "ECK1463"
EG12245	"b3519"	3669592	3671241	TREHALACYTO-MONOMER	"treF" // "b3519" // "ECK3504"
EG12088	"b2282"	2396465	2397442	NUOH-MONOMER	"nuoH" // "b2282" // "ECK2276"
EG11176	"b3125"	3271867	3272751	TSA-REDUCT-MONOMER	"garR" // "yhaE" // "b3125" // "ECK3113"
EG12017	"b2136"	2225801	2226379	EG12017-MONOMER	"yohD" // "b2136" // "ECK2129"
EG10970	"b2704"	2827362	2827733	GUTB-MONOMER	"srlB" // "gutB" // "b2704" // "ECK2699"
EG11798	"b0106"	114522	115724	EG11798-MONOMER	"hofC" // "yacD" // "hopC" // "b0106" // "ECK0105"
EG10699	"b3916"	4107552	4108514	6PFK-1-MONOMER	"pfkA" // "b3916" // "ECK3908"
EG11689	"b3662"	3840549	3841739	YICM-MONOMER	"nepI" // "yicM" // "b3662" // "ECK3653"
EG10563	"b1621"	1699355	1700947	MALX-MONOMER	"malX" // "b1621" // "ECK1616"
EG11622	"b0449"	470636	472417	MDLB-MONOMER	"mdlB" // "mdl" // "b0449" // "ECK0443"
EG10381	"b3431"	3569346	3571319	EG10381-MONOMER	"glgX" // "b3431" // "ECK3417"
EG11377	"b3018"	3162744	3163481	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"plsC" // "parF" // "b3018" // "ECK3009"
EG10282	"b2925"	3070165	3071244	FRUCTBISALD-CLASSII-MONOMER	"fbaA" // "ald" // "fba" // "fda" // "b2925" // "ECK2921"
EG11258	"b0904"	953609	954466	FOCA-MONOMER	"focA" // "ycaE" // "b0904" // "ECK0895"
G7446	"b2788"	2919406	2920746	G7446-MONOMER	"gudX" // "ygcY" // "b2788" // "ECK2782"
EG11104	"b0591"	622300	623550	YBDA-MONOMER	"entS" // "ybdA" // "b0591" // "ECK0584"
G6716	"b1395"	1459054	1460481	G6716-MONOMER	"paaH" // "hbdH" // "ydbU" // "b1395" // "ECK1392"
G7320	"b2512"	2637474	2638652	G7320-MONOMER	"bamB" // "yfgL" // "b2512" // "ECK2508"
G6205	"b0352"	373868	374881	MHPELY-MONOMER	"mhpE" // "b0352" // "ECK0349"
G7159	"b2246"	2358863	2360152	B2246-MONOMER	"yfaV" // "b2246" // "ECK2239"
EG11867	"b3903"	4094723	4095982	RHAMNISOM-MONOMER	"rhaA" // "b3903" // "ECK3896"
EG10816	"b3750"	3935288	3936253	RBSC-MONOMER	"rbsC" // "rbsP" // "rbsT" // "b3750" // "ECK3744"
M013	"b0350"	372115	372924	MHPDHYDROL-MONOMER	"mhpD" // "mhpS" // "b0350" // "ECK0347"
G6975	"b1789"	1874352	1874798	G6975-MONOMER	"yeaL" // "b1789" // "ECK1787"
G7335	"b2541"	2671225	2672037	PHENPRODIOLDEHYDROG-MONOMER	"hcaB" // "yfhX" // "phdD" // "b2541" // "ECK2538"
EG10740	"b4041"	4254043	4256466	GLYCEROL-3-P-ACYLTRANSFER-MONOMER	"plsB" // "b4041" // "ECK4033"
G6713	"b1392"	1456430	1457500	G6713-MONOMER	"paaE" // "ydbR" // "b1392" // "ECK1389"
G6858	"b1600"	1673136	1673501	B1600-MONOMER	"mdtJ" // "ydgF" // "b1600" // "ECK1595"
EG12296	"b3612"	3785260	3786804	PGMI-MONOMER	"gpmM" // "gpmC" // "pgmI" // "gpmI" // "yibO" // "b3612" // "ECK3602"
EG10654	"b3367"	3497003	3497809	NIRC-MONOMER	"nirC" // "b3367" // "ECK3355"
EG11848	"b3883"	4073739	4074635	EG11848-MONOMER	"yihV" // "b3883" // "ECK3876"
G6649	"b1311"	1373222	1374103	YCJO-MONOMER	"ycjO" // "b1311" // "ECK1306"
EG11066	"b4322"	4551636	4552820	MANNONDEHYDRAT-MONOMER	"uxuA" // "b4322" // "ECK4313"
EG10526	"b0343"	361926	363179	LACY-MONOMER	"lacY" // "b0343" // "ECK0340"
EG10818	"b3752"	3937294	3938223	RIBOKIN-MONOMER	"rbsK" // "b3752" // "ECK3746"
EG10396	"b3927"	4117245	4118090	GLPF-MONOMER	"glpF" // "b3927" // "ECK3919"
EG10592	"b2149"	2237769	2239289	MGLA-MONOMER	"mglA" // "mglP" // "mgl" // "b2149" // "ECK2142"
G6242	"b0441"	461915	463786	G6242-MONOMER	"ppiD" // "ybaU" // "b0441" // "ECK0435"
M009	"b2538"	2669032	2670393	PHENYLPRODIOXY-MONOMER	"hcaE" // "yfhU" // "digA" // "phdC1" // "hcaA" // "hcaA1" // "b2538" // "ECK2535"
EG20110	"b3350"	3478802	3480607	KEFB-MONOMER	"kefB" // "trkB" // "b3350" // "ECK3338"
G7264	"b2429"	2546673	2548097	MONOMER0-5	"murP" // "yfeV" // "b2429" // "ECK2424"
EG10231	"b2133"	2222185	2223900	DLACTDEHYDROGFAD-MONOMER	"dld" // "ldh" // "b2133" // "ECK2126"
G6710	"b1389"	1454868	1455155	G6710-MONOMER	"paaB" // "ynbF" // "b1389" // "ECK1386"
EG12754	"b3110"	3256679	3258010	YHAO-MONOMER	"cutP" // "dlsT" // "yhaO" // "b3110" // "ECK3100"
G6094	"b0186"	209679	211820	LDC2-MONOMER	"ldcC" // "ldc" // "ldcH" // "b0186" // "ECK0185"
EG12548	"b4296"	4520671	4522020	YJHF-MONOMER	"yjhF" // "b4296" // "ECK4285"
EG12286	"b3582"	3749232	3750092	EG12286-MONOMER	"sgbU" // "yiaR" // "b3582" // "ECK3571"
EG10098	"b3734"	3918316	3919857	ATPA-MONOMER	"atpA" // "papA" // "uncA" // "b3734" // "ECK3727"
EG11845	"b3880"	4070515	4071756	EG11845-MONOMER	"yihS" // "squS" // "b3880" // "ECK3873"
EG12400	"b1663"	1743457	1744830	YDHE-MONOMER	"mdtK" // "norE" // "norM" // "ydhE" // "b1663" // "ECK1659"
EG10815	"b3751"	3936278	3937168	RBSB-MONOMER	"rbsB" // "prlB" // "rbsP" // "b3751" // "ECK3745"
EG12236	"b3502"	3648935	3650224	ARSF-MONOMER	"arsB" // "arsF" // "b3502" // "ECK3487"
EG10142	"b1736"	1819455	1819805	CELC-MONOMER	"chbA" // "celC" // "b1736" // "ECK1734"
EG12141	"b1660"	1739911	1741122	YDHC-MONOMER	"ydhC" // "b1660" // "ECK1656"
EG10053	"b0063"	68348	70048	RIBULOKIN-MONOMER	"araB" // "b0063" // "ECK0064"
EG12076	"b3477"	3615241	3616185	NIKB-MONOMER	"nikB" // "hydC" // "hydD" // "b3477" // "ECK3461"
G8210	"b2702"	2825832	2826395	G8210-MONOMER	"srlA" // "gutA" // "sbl" // "srlA-1" // "b2702" // "ECK2697"
EG11880	"b3930"	4119423	4120349	DMK-MONOMER	"menA" // "yiiW" // "b3930" // "ECK3922"
G7723	"b3371"	3501268	3502290	G7723-MONOMER	"frlB" // "yhfN" // "b3371" // "ECK3359"
EG11686	"b3657"	3834547	3835929	YICJ-MONOMER	"yicJ" // "b3657" // "ECK3647"
G6986	"b1800"	1881912	1882997	G6986-MONOMER	"dmlA" // "ttuC" // "yeaU" // "b1800" // "ECK1798"
EG11614	"b4112"	4332181	4333272	PHOSPHO-BASS // BASS-MONOMER	"basS" // "pmrB" // "b4112" // "ECK4105"
G6653	"b1315"	1376832	1377887	G6653-MONOMER	"ycjS" // "b1315" // "ECK1310"
EG11367	"b2786"	2915057	2917813	MONOMER0-4299 // MONOMER0-4210 // PHOSPHO-BARA-ASP // BARA-MONOMER	"barA" // "airS(S.t.)" // "b2786" // "ECK2780"
EG20252	"b3566"	3731131	3732123	XYLF-MONOMER	"xylF" // "xylT" // "b3566" // "ECK3555"
EG11233	"b1609"	1682882	1684183	PHOSPHO-RSTB // RSTB-MONOMER	"rstB" // "uspT" // "b1609" // "ECK1604"
EG12734	"b3091"	3241827	3243314	ALTRODEHYDRAT-MONOMER	"uxaA" // "ygjW" // "b3091" // "ECK3082"
G7542	"b2975"	3119597	3121279	B2975-MONOMER	"glcA" // "yghK" // "b2975" // "ECK2969"
EG11957	"b4085"	4307783	4308478	EG11957-MONOMER	"alsE" // "yjcU" // "b4085" // "ECK4078"
EG11054	"b3666"	3845776	3847167	UHPT-MONOMER	"uhpT" // "b3666" // "ECK3657"
EG11708	"b3681"	3861349	3861987	EG11708-MONOMER	"glvG" // "yidM" // "b3681" // "ECK3673"
G7303	"b2486"	2606917	2608497	MONOMER0-143	"hyfF" // "b2486" // "ECK2482"
EG10350	"b2803"	2937438	2938886	FUCULOKIN-MONOMER	"fucK" // "b2803" // "ECK2798"
EG10991	"b3116"	3263686	3265017	TDCC-MONOMER	"tdcC" // "b3116" // "ECK3105"
G6721	"b1400"	1464471	1465061	G6721-MONOMER	"paaY" // "ydbZ" // "b1400" // "ECK1397"
G7115	"b2076"	2158386	2161463	B2076-MONOMER	"mdtC" // "yegO" // "b2076" // "ECK2072"
EG12419	"b2096"	2176350	2177204	TAGAALDOL2-MONOMER	"gatY" // "yegF" // "b2096" // "ECK2089"
EG10787	"b1101"	1157869	1159302	PTSG-MONOMER	"ptsG" // "umgC" // "umg" // "tgl" // CR // |car| // "cat" // "catB2" // "glcA" // "gptA" // "b1101" // "ECK1087"
EG12253	"b3526"	3679419	3680348	DEOXYGLUCONOKIN-MONOMER	"kdgK" // "yhjI" // "b3526" // "ECK3511"
G6917	"b1691"	1772512	1773777	B1691-MONOMER	"ydiN" // "b1691" // "ECK1689"
EG11909	"b3950"	4143624	4143944	FRWB-MONOMER	"frwB" // "yijK" // "b3950" // "ECK3941"
EG10730	"b4399"	4636696	4638120	CREC-MONOMER	"creC" // "phoM" // "b4399" // "ECK4391"
EG10971	"b2705"	2827737	2828516	SORB6PDEHYDROG-MONOMER	"srlD" // "gutD" // "b2705" // "ECK2700"
G6817	"b1543"	1631002	1632285	B1543-MONOMER	"ydfJ" // "b1543" // "ECK1536"
EG10700	"b1723"	1806370	1807299	6PFK-2-MONOMER	"pfkB" // "b1723" // "ECK1721"
EG10644	"b1465"	1535937	1536617	NARV-MONOMER	"narV" // "chlZ" // "b1465" // "ECK1459"
EG10564	"b1622"	1700957	1702129	EG10564-MONOMER	"malY" // "b1622" // "ECK1617"
G6620	"b1191"	1240335	1242071	YCGO-MONOMER	"cvrA" // "ycgO" // "b1191" // "ECK1179"
EG10016	"b3126"	3272787	3273557	KDGALDOL-MONOMER	"garL" // "yhaF" // "b3126" // "ECK3114"
EG10516	"b0695"	721730	724414	KDPD-MONOMER	"kdpD" // "kac" // "b0695" // "ECK0683"
G7919	"b4309"	4536614	4537594	G7919-MONOMER	"nanS" // "yjhS" // "b4309" // "ECK4300"
G6347	"b0621"	654583	655968	DCUC-MONOMER	"dcuC" // "b0621" // "ECK0614"
G6718	"b1397"	1460893	1462098	G6718-MONOMER	"paaJ" // "ydbW" // "b1397" // "ECK1394"
EG10391	"b2241"	2352647	2354275	ANGLYC3PDEHYDROGSUBUNITA-MONOMER	"glpA" // "b2241" // "ECK2233"
EG20049	"b4477"	3872995	3873612	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER	"dgoA" // "b3692 (obsolete)" // "yidU" // "b4477" // "ECK3685"
G6227	"b0378"	397872	398966	G6227-MONOMER	"yaiW" // "b0378" // "ECK0373"
EG12415	"b2093"	2174282	2174566	GATB-MONOMER	"gatB" // "b2093" // "ECK2086"
EG10288	"b4289"	4512411	4513409	FECC-MONOMER	"fecC" // "b4289" // "ECK4279"
EG11868	"b3904"	4095979	4097448	RHAMNULOKIN-MONOMER	"rhaB" // "b3904" // "ECK3897"
EG13283	"b2367"	2480638	2482176	EMRY-MONOMER	"emrY" // "b2367" // "ECK2363"
EG11101	"b0476"	499014	499973	EG11101-MONOMER	"aes" // "ybaC" // "b0476" // "ECK0470"
EG10197	"b2424"	2541679	2542512	CYST-MONOMER	"cysU" // "cysT" // "b2424" // "ECK2419"
EG10949	"b0146"	160782	161486	EG10949-MONOMER	"sfsA" // "sfs" // "sfs1" // "b0146" // "ECK0145"
EG12720	"b3078"	3226234	3227667	YGJI-MONOMER	"ygjI" // "b3078" // "ECK3068"
EG10616	"b3600"	3774424	3775572	MANNPDEHYDROG-MONOMER	"mtlD" // "b3600" // "ECK3589"
EG10132	"b4132"	4358697	4360031	CADB-MONOMER	"cadB" // "b4132" // "ECK4126"
EG12357	"b1701"	1782977	1784677	EG12357-MONOMER	"fadK" // "ydiD" // "b1701" // "ECK1699"
EG10062	"b3210"	3350689	3353025	PHOSPHO-ARCB-HIS // PHOSPHO-ARCB-ASP // PHOSPHO-ARCB717 // ARCB-MONOMER	"arcB" // "b3210" // "ECK3200"
EG11669	"b2221"	2323447	2324109	ATOD-MONOMER	"atoD" // "b2221" // "ECK2214"
EG12380	"b3415"	3546559	3547875	GNTT-MONOMER	"gntT" // "gntTalpha" // "yhgC" // "gntM" // "usgA" // "b3415" // "ECK3402"
G6199	"b0334"	351215	352666	G6199-MONOMER	"prpD" // "yahT" // "acnC" // "b0334" // "ECK0331"
EG12230	"b3493"	3637642	3639141	PITA-MONOMER	"pitA" // "pit" // "b3493" // "ECK3478"
G7212	"b2341"	2457015	2459159	G7212-MONOMER	"fadJ" // "yfcX" // "b2341" // "ECK2335"
EG12129	"b2497"	2618871	2620160	URAA-MONOMER	"uraA" // "b2497" // "ECK2493"
EG12432	"b1694"	1775587	1777182	EG12432-MONOMER	"ydiF" // "b1694" // "ECK1692"
EG12057	"b2199"	2295583	2296320	CCMC-MONOMER	"ccmC" // "yejT" // "yejU" // "b2199" // "ECK2191"
G6244	"b0443"	464402	464800	G6244-MONOMER	"fadM" // "ybaW" // "tesC" // "b0443" // "ECK0437"
EG11958	"b4086"	4308489	4309469	YJCV-MONOMER	"alsC" // "yjcV" // "b4086" // "ECK4079"
EG11670	"b2222"	2324109	2324759	ATOA-MONOMER	"atoA" // "b2222" // "ECK2215"
EG11857	"b3893"	4081857	4082759	FDOH-MONOMER	"fdoH" // "b3893" // "ECK3886"
G6200	"b0335"	352706	354592	G6200-MONOMER	"prpE" // "yahU" // "b0335" // "ECK0332"
EG11667	"b2219"	2320043	2321869	ATOS-MONOMER	"atoS" // "b2219" // "ECK2212"
G6196	"b0331"	348682	349572	G6196-MONOMER	"prpB" // "yahQ" // "b0331" // "ECK0329"
EG11610	"b2370"	2484374	2487967	MONOMER0-4184 // MONOMER0-4185 // PHOSPHO-EVGS // EVGS-MONOMER	"evgS" // "b2370" // "ECK2366"
G7213	"b2342"	2459159	2460469	G7213-MONOMER	"fadI" // "yfcY" // "b2342" // "ECK2336"
G6483	"b0941"	1001807	1002877	G6483-MONOMER	"elfG" // "ycbT" // "b0941" // "ECK0932"
EG10278	"b3845"	4027609	4028772	FADA-MONOMER	"fadA" // "oldA" // "b3845" // "ECK3837"
EG11156	"b2825"	2963153	2963716	EG11156-MONOMER	"ppdB" // "ygdC" // "b2825" // "ECK2821"
G6198	"b0333"	350012	351181	G6198-MONOMER	"prpC" // "yzzD" // "yahS" // "b0333" // "ECK0330"
EG10313	"b4318"	4547742	4548272	EG10313-MONOMER	"fimF" // "b4318" // "ECK4309"
M011	"b0348"	370277	371221	DHPDIOXYGEN-MONOMER	"mhpB" // "b0348" // "ECK0345"
G7637	"b3142"	3287426	3288010	G7637-MONOMER	"yraH" // "b3142" // "ECK3130"
G6105	"b0221"	240859	243303	ACYLCOADEHYDROG-MONOMER	"fadE" // "yafH" // "b0221" // "ECK0222"
EG12359	"b0719"	752229	752795	EG12359-MONOMER	"ybgD" // "b0719" // "ECK0708"
EG10279	"b3846"	4028782	4030971	FADB-MONOMER	"fadB" // "oldB" // "b3846" // "ECK3838"
EG10310	"b4316"	4544304	4545029	EG10310-MONOMER	"fimC" // "pilB" // "b4316" // "ECK4307"
EG11799	"b2996"	3144154	3145140	HYBA-MONOMER	"hybA" // "hydL" // "b2996" // "ECK2990"
G7205	"b2334"	2450587	2451075	G7205-MONOMER	"yfcQ" // "b2334" // "ECK2328"
EG10318	"b0684"	710935	711465	OX-FLAVODOXIN1 // FLAVODOXIN1-MONOMER	"fldA" // "b0684" // "ECK0672"
G6793	"b1503"	1587793	1588296	G6793-MONOMER	"ydeR" // "b1503" // "ECK1496"
G6849	"b1591"	1664506	1665120	G6849-MONOMER	"dmsD" // "ynfI" // "b1591" // "ECK1586"
EG11990	"b2111"	2191680	2192222	EG11990-MONOMER	"yehD" // "b2111" // "ECK2104"
EG11492	"b4051"	4263248	4264231	QOR-MONOMER	"qorA" // "hzc" // "hcz" // "qor" // "b4051" // "ECK4043"
G6484	"b0942"	1002889	1003431	G6484-MONOMER	"ycbU" // "b0942" // "ECK0933"
EG10172	"b1418"	1490902	1491432	CYTOCHROME-B561-MONOMER	"cybB" // "b1418" // "ECK1410"
G6290	"b0530"	558212	558754	G6290-MONOMER	"sfmA" // "b0530" // "ECK0523"
G6922	"b1699"	1781395	1782684	G6922-MONOMER	"ydiS" // "b1699" // "ECK1697"
EG10314	"b4319"	4548285	4548788	EG10314-MONOMER	"fimG" // "b4319" // "ECK4310"
EG12697	"b2895"	3039855	3040376	OX-FLAVODOXIN2 // FLAVODOXIN2-MONOMER	"fldB" // "b2895" // "ECK2890"
G7640	"b3145"	3291341	3292432	G7640-MONOMER	"yraK" // "b3145" // "ECK3133"
EG10334	"b3844"	4026527	4027228	FMNREDUCT-MONOMER	"fre" // "fadI" // "flrD" // "fsrC" // "b3844" // "ECK3836"
EG12363	"b3043"	3185414	3185965	EG12363-MONOMER	"ygiL" // "b3043" // "ECK3034"
G7413	"b2710"	2832476	2833915	G7413-MONOMER	"norV" // "ygaJ" // "ygaI" // "ygaK" // "b2710" // "ECK2705"
EG10311	"b4317"	4545096	4547732	EG10311-MONOMER	"fimD" // "fimD_1" // "fimD_2" // "b4317" // "ECK4308"
G6923	"b1700"	1782681	1782974	G6923-MONOMER	"ydiT" // "b1700" // "ECK1698"
G7206	"b2335"	2451072	2451584	G7206-MONOMER	"yfcR" // "b2335" // "ECK2329"
EG11328	"b2525"	2656748	2657083	OX-FERREDOXIN // FERREDOXIN-MONOMER	"fdx" // "b2525" // "ECK2522"
EG10308	"b4314"	4543115	4543663	EG10308-MONOMER	"fimA" // "fimD" // "pilA" // "pilC" // "b4314" // "ECK4305"
G6921	"b1698"	1780401	1781339	G6921-MONOMER	"ydiR" // "b1698" // "ECK1696"
G6794	"b1504"	1588309	1588839	G6794-MONOMER	"ydeS" // "b1504" // "ECK1497"
EG20080	"b2976"	3121634	3123805	MALSYNG-MONOMER	"glcB" // "glc" // "b2976" // "ECK2970"
EG12081	"b2826"	2963707	2964177	EG12081-MONOMER	"ppdA" // "b2826" // "ECK2822"
G6278	"b0509"	536586	537464	G6278-MONOMER	"glxR" // "glxB1" // "ybbQ" // "b0509" // "ECK0502"
G6485	"b0943"	1003439	1003954	G6485-MONOMER	"ycbV" // "b0943" // "ECK0934"
EG10421	"b2508"	2632604	2634070	IMP-DEHYDROG-MONOMER	"guaB" // "guaR" // "b2508" // "ECK2504"
EG11974	"b4315"	4543728	4544267	EG11974-MONOMER	"fimI" // "b4315" // "ECK4306"
EG10039	"b1982"	2055061	2056515	AMP-NUCLEOSID-MONOMER	"amn" // "b1982" // "ECK1977"
G6480	"b0938"	997868	998407	G6480-MONOMER	"elfA" // "ycbQ" // "b0938" // "ECK0929"
EG11934	"b4055"	4269414	4270127	APHA-MONOMER	"aphA" // "yjbP" // "hobH" // "b4055" // "ECK4047"
EG10315	"b4320"	4548808	4549710	EG10315-MONOMER	"fimH" // "pilE" // "b4320" // "ECK4311"
EG11539	"b0171"	191855	192580	UMPKI-MONOMER	"pyrH" // "umk" // "smbA" // "b0171" // "ECK0170"
EG12388	"b0534"	563330	563845	EG12388-MONOMER	"sfmF" // "ybcG" // "b0534" // "ECK0527"
EG10810	"b2780"	2908029	2909666	CTPSYN-MONOMER	"pyrG" // "b2780" // "ECK2774"
EG10312	"b4313"	4542037	4542633	EG10312-MONOMER	"fimE" // "hyp" // "pilH" // "b4313" // "ECK4304"
EG10795	"b4006"	4205943	4207532	AICARTRANSIMPCYCLO-CPLX	"purH" // "b4006" // "ECK3998"
G7210	"b2339"	2455083	2455646	G7210-MONOMER	"yfcV" // "b2339" // "ECK2333"
EG10220	"b4383"	4619603	4620826	PPENTOMUT-MONOMER	"deoB" // "tlr" // "drm" // "thyR" // "b4383" // "ECK4375"
EG10309	"b4312"	4540957	4541559	EG10309-MONOMER	"fimB" // "pil" // "b4312" // "ECK4303"
