EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
37540	1657875	Escherichia coli	P0AC13	dihydropteroate synthase	2.5.1.15	Km	4-Aminobenzoate	5.0E-7		1.0E-7	M	4-Aminobenzoate + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate = Diphosphate + Dihydropteroate
37540	1657875	Escherichia coli	P0AC13	dihydropteroate synthase	2.5.1.15	Km	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	1.9E-6		2.0E-7	M	4-Aminobenzoate + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate = Diphosphate + Dihydropteroate
37575	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	1.0E-5	0.001	-	M	L-Arginine = CO2 + Agmatine
37575	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37575	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37575	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	0.004		-	M	L-Arginine = CO2 + Agmatine
37575	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Km	L-Arginine	3.0E-5		-	M	L-Arginine = CO2 + Agmatine
37576	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	1.0E-5	0.001	-	M	L-Arginine = CO2 + Agmatine
37576	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	2.0E-4		-	M	L-Arginine = CO2 + Agmatine
37576	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37576	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Km	L-Arginine	1.0E-4		-	M	L-Arginine = CO2 + Agmatine
37576	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37577	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate			-	-	L-Arginine = CO2 + Agmatine
37577	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37577	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	0.004		-	M	L-Arginine = CO2 + Agmatine
37577	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.007		-	M	L-Arginine = CO2 + Agmatine
37577	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Km	Pyridoxal phosphate	6.0E-7		-	M	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	0.0	0.007	-	M	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	S_half	Mg2+	0.00125		-	M	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Hill coefficient	Mg2+	1.8		-	-	L-Arginine = CO2 + Agmatine
37578	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.007		-	M	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mn2+	0.0	0.002	-	M	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Hill coefficient	Mn2+	2.0		-	-	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	S_half	Mn2+	1.0E-4		-	M	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.007		-	M	L-Arginine = CO2 + Agmatine
37579	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Ca2+	0.0	0.001	-	M	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Vmax		2.73333333E-4		-	mol*s^(-1)*g^(-1)	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	S_half	Ca2+	1.5E-4		-	M	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.007		-	M	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37580	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	Hill coefficient	Ca2+			-	-	L-Arginine = CO2 + Agmatine
37581	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Putrescine	0.0	0.08	-	M	L-Arginine = CO2 + Agmatine
37581	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.0074		-	M	L-Arginine = CO2 + Agmatine
37581	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37581	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	IC50	Putrescine	0.015		-	M	L-Arginine = CO2 + Agmatine
37581	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	0.001		-	M	L-Arginine = CO2 + Agmatine
37582	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	IC50	Spermidine	0.0015		-	M	L-Arginine = CO2 + Agmatine
37582	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	L-Arginine	0.0074		-	M	L-Arginine = CO2 + Agmatine
37582	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Pyridoxal phosphate	4.0E-5		-	M	L-Arginine = CO2 + Agmatine
37582	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Spermidine	0.0	0.008	-	M	L-Arginine = CO2 + Agmatine
37582	4571773	Escherichia coli	P21170	arginine decarboxylase	4.1.1.19	concentration	Mg2+	0.001		-	M	L-Arginine = CO2 + Agmatine
37618	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37618	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37618	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	Cumene hydroperoxide	5.5E-5		1.5E-5	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37618	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Cumene hydroperoxide			-	-	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37618	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Vmax		4.27333333E-5		2.58333E-6	mol*s^(-1)*g^(-1)	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37619	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	NADH + H+ + t-Butylhydroperoxide = NAD+ + H2O + t-Butanol
37619	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	NADH + H+ + t-Butylhydroperoxide = NAD+ + H2O + t-Butanol
37619	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Vmax		1.875E-5		2.25E-6	mol*s^(-1)*g^(-1)	NADH + H+ + t-Butylhydroperoxide = NAD+ + H2O + t-Butanol
37619	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	t-Butylhydroperoxide	7.6E-5		1.5E-5	M	NADH + H+ + t-Butylhydroperoxide = NAD+ + H2O + t-Butanol
37619	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	t-Butylhydroperoxide			-	-	NADH + H+ + t-Butylhydroperoxide = NAD+ + H2O + t-Butanol
37620	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37620	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	13(S)-HPODE	2.6E-5		1.4E-5	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37620	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37620	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Vmax		3.12666667E-5		3.13333E-6	mol*s^(-1)*g^(-1)	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37620	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	13(S)-HPODE			-	-	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37621	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	13(S)-HPODE			-	-	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37621	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	13(S)-HPODE	1.15E-4		3.3E-5	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37621	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Vmax		1.45333333E-5		3.58333E-6	mol*s^(-1)*g^(-1)	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37621	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37621	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	NADH + H+ + (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate = NAD+ + H2O + 13(S)-HODE
37622	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	H2O2			-	-	H2O2 + H+ + NADH = NAD+ + H2O
37622	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	H2O2	2.6E-4		2.8E-5	M	H2O2 + H+ + NADH = NAD+ + H2O
37622	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Vmax		1.315E-5		1.7E-6	mol*s^(-1)*g^(-1)	H2O2 + H+ + NADH = NAD+ + H2O
37622	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	H2O2 + H+ + NADH = NAD+ + H2O
37622	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	H2O2 + H+ + NADH = NAD+ + H2O
37623	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	2.5E-4		-	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37623	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Ki	CO	2.0E-7		-	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37623	12663656	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Enzyme	2.0E-7	1.0E-6	-	M	NADH + H+ + Cumene hydroperoxide = NAD+ + H2O + 2-Phenyl-2-propanol
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate	0.001		-	M	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	1-Carboxymethyl-ATP	0.0	0.02	-	M	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Hill coefficient	1-Carboxymethyl-ATP			-	-	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat				-	-	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	S_half	1-Carboxymethyl-ATP	6.0E-4		-	M	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37674	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	D-Fructose 6-phosphate + 1-Carboxymethyl-ATP = D-Fructose 1,6-bisphosphate + 1-Carboxymethyl-ADP
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Hill coefficient	D-Fructose 1-phosphate			-	-	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		1.4		-	s^(-1)	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	S_half	D-Fructose 1-phosphate	0.0079		-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 1-phosphate	0.0	0.03	-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37675	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	ATP	0.001		-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37677	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	ATP	0.002		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37677	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate	0.0	6.0E-4	-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37677	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	D-Fructose 6-phosphate	1.0E-4		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37677	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		88.0		-	s^(-1)	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37677	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37678	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Adenosine 5-O-(3-thiotriphosphate)	0.002		-	M	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37678	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37678	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate			-	-	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37678	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	D-Fructose 6-phosphate	1.4E-4		-	M	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37678	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		0.016		-	s^(-1)	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37679	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37679	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate	0.0	6.0E-4	-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37679	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	ATP	0.002		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37679	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	D-Fructose 6-phosphate	1.0E-4		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37679	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		49.0		-	s^(-1)	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37680	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	ATP	0.0	0.008	-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37680	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		49.0		-	s^(-1)	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37680	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate	1.0E-4		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37680	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	ATP	1.0E-4		-	M	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37680	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate
37681	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Adenosine 5-O-(3-thiotriphosphate)	0.0	0.008	-	M	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37681	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		0.016		-	s^(-1)	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37681	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	Adenosine 5-O-(3-thiotriphosphate)	9.6E-5		-	M	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37681	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 6-phosphate	1.0E-4		-	M	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37681	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	D-Fructose 6-phosphate + Adenosine 5-O-(3-thiotriphosphate) = ADP + D-Fructose 6-phosphate-gamma-S
37683	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	ATP	0.0	8.0E-5	-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37683	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	Enzyme			-	-	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37683	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	concentration	D-Fructose 1-phosphate	0.01		-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37683	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	Km	ATP	2.0E-5		-	M	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37683	11300773	Escherichia coli		6-phosphofructokinase	2.7.1.11	kcat		1.4		-	s^(-1)	D-Fructose 1-phosphate + ATP = ADP + D-Fructose 1,6-bisphosphate
37727	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	concentration	D-Glucose			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37727	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	kcat		410.0		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37727	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	kcat/Km	D-Glucose	5400000.0		-	M^(-1)*s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37727	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	Km	D-Glucose	7.6E-5		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37727	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37728	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37728	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	Km	ATP	2.6E-4		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37728	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	kcat		410.0		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37728	15157072	Escherichia coli	P0A6V8	glucokinase	2.7.1.2	concentration	ATP			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37729	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	Km	D-Glucose	0.0038		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37729	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	concentration	D-Glucose			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37729	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	kcat		9.2		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37729	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37729	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	kcat/Km	D-Glucose	2400.0		-	M^(-1)*s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37730	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	Km	ATP	0.0034		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37730	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37730	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	concentration	ATP			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37730	15157072	Escherichia coli	P75959	N-acetylglucosamine kinase	2.7.1.59	kcat		9.2		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37731	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	D-Glucose			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37731	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat/Km	D-Glucose	510.0		-	M^(-1)*s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37731	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37731	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat		9.1		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37731	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	Km	D-Glucose	0.018		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37732	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat		9.1		-	s^(-1)	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37732	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	Km	ATP	0.0029		-	M	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37732	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	ATP			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37732	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	Enzyme			-	-	D-Glucose + ATP = ADP + D-Glucose 6-phosphate
37733	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	kcat/Km	N-Acetyl-D-mannosamine	270000.0		-	M^(-1)*s^(-1)	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
37733	15157072	Escherichia coli	P45425	N-acylmannosamine kinase	2.7.1.60	concentration	N-Acetyl-D-mannosamine			-	-	ATP + N-Acetyl-D-mannosamine = ADP + N-Acetyl-D-mannosamine 6-phosphate
